label,ADJ,ADP,ADV,AUX,CONJ,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X,SPACE,length
0,40,39,29,34,0,18,68,3,101,9,17,33,37,75,13,0,54,0,30,539
0,31,32,9,9,0,12,32,0,64,8,11,5,51,72,4,1,27,0,12,346
0,39,41,59,51,0,22,70,2,89,10,20,49,26,78,19,0,73,0,31,622
0,65,89,51,39,0,23,126,1,177,4,18,32,35,121,18,0,90,0,44,854
0,59,42,52,58,0,22,80,2,132,4,23,47,43,131,19,1,72,4,42,725
0,91,108,85,67,0,42,139,0,212,8,23,73,37,181,25,0,131,1,52,1187
0,31,47,21,33,0,12,45,1,93,9,23,29,48,97,7,3,69,2,28,530
0,68,88,55,42,0,23,113,2,176,5,31,54,57,151,30,0,113,0,36,980
0,47,56,22,31,0,18,73,0,110,6,15,21,29,76,14,1,66,0,23,564
0,25,41,41,24,0,10,67,1,76,4,17,31,11,64,13,0,73,0,25,487
0,63,82,56,55,0,32,88,3,130,9,25,57,40,135,20,0,88,0,21,860
0,53,40,25,26,0,12,65,0,115,8,12,21,41,80,12,1,52,0,29,539
0,99,159,69,63,0,57,194,0,276,23,44,55,50,150,33,1,175,2,47,1406
0,41,58,35,37,0,12,82,5,103,2,24,52,31,72,21,0,88,0,37,645
0,48,47,34,37,0,13,75,0,95,6,22,38,39,55,15,0,80,0,25,584
0,48,53,40,37,0,15,62,2,101,11,25,41,37,119,16,0,58,0,25,644
0,44,47,21,23,0,18,69,0,103,10,11,21,25,53,14,0,46,0,17,484
0,47,62,45,30,0,22,64,0,124,10,21,36,36,106,15,0,58,0,27,639
0,31,39,8,20,0,19,49,0,84,6,15,17,16,46,7,0,40,0,19,386
0,48,60,35,34,0,14,68,0,93,6,16,25,20,74,6,0,66,0,30,551
0,36,46,31,36,0,11,62,1,84,4,14,37,23,48,13,0,50,0,23,482
0,80,80,57,70,0,24,112,3,185,6,33,48,45,140,23,0,112,0,45,979
0,67,65,65,49,0,27,93,12,119,4,23,80,17,140,19,0,101,0,60,849
0,43,42,28,27,0,16,61,1,103,4,17,24,38,87,13,0,57,0,25,525
0,56,52,32,20,0,16,65,2,120,12,22,16,46,133,9,0,48,0,18,592
0,78,108,83,77,0,59,156,2,204,15,46,98,52,222,27,1,132,2,51,1322
0,63,56,54,43,0,32,67,0,100,6,21,39,34,120,9,1,47,0,30,659
0,92,108,88,56,0,36,126,2,230,14,33,73,54,167,19,0,136,1,54,1181
0,45,38,43,40,0,13,60,0,87,6,17,42,29,79,6,0,61,1,42,539
0,26,19,14,13,0,4,28,0,47,0,9,8,26,57,10,0,25,0,11,275
0,17,21,9,13,0,10,31,0,45,7,9,16,10,38,4,4,34,0,23,266
0,32,44,27,43,0,26,57,1,104,2,22,50,31,114,17,1,70,0,33,594
0,18,35,13,18,0,7,40,0,59,3,8,14,17,45,1,1,33,0,20,302
0,41,21,15,15,0,13,30,1,60,6,19,17,41,70,7,3,29,0,14,332
0,45,73,58,45,0,20,91,10,127,19,25,58,11,146,11,0,68,0,44,775
0,65,76,57,45,0,18,96,0,144,5,28,51,30,119,25,0,112,0,34,836
0,56,47,40,30,0,18,83,0,106,4,26,23,32,103,11,0,69,0,32,615
0,30,39,24,39,0,14,55,1,71,5,20,27,35,75,10,2,50,1,27,468
0,29,30,39,31,0,13,40,0,54,2,16,37,24,52,12,0,52,0,23,411
0,33,40,42,20,0,19,49,0,74,2,20,34,18,88,7,0,63,2,19,467
0,22,30,11,14,0,9,30,0,48,0,9,5,33,32,2,0,32,0,12,274
0,82,136,74,50,0,28,158,2,214,14,35,90,48,194,21,0,142,0,52,1223
0,18,16,14,7,0,13,37,1,43,3,4,11,36,43,5,0,25,0,12,264
0,52,60,55,36,0,19,76,0,109,6,25,41,35,90,19,0,68,1,18,673
0,39,50,35,44,0,14,71,0,108,5,25,40,38,69,14,1,71,0,41,589
0,59,73,47,41,0,22,94,3,154,8,24,38,53,93,29,1,84,0,26,793
0,67,80,53,50,0,25,105,1,187,7,39,50,71,122,18,1,104,0,38,918
0,87,64,50,48,0,22,120,2,158,5,28,37,69,111,16,0,89,0,50,878
0,64,66,40,39,0,21,87,0,116,11,19,45,28,85,14,0,71,0,28,674
0,67,85,36,38,0,24,91,0,147,9,27,33,56,90,19,1,87,0,30,774
0,28,42,9,11,0,10,54,0,81,3,10,12,25,51,7,0,35,0,15,370
0,62,61,38,51,0,21,85,1,118,3,25,33,51,119,17,1,74,0,34,729
0,23,21,14,8,0,5,33,3,46,0,5,10,19,40,1,1,21,1,11,228
0,56,38,26,40,0,12,56,0,84,0,23,27,26,74,13,0,56,1,25,520
0,69,91,68,48,0,31,127,2,170,8,28,46,90,149,25,0,95,0,47,1015
0,83,51,36,35,0,21,81,0,150,10,22,24,70,113,21,6,79,63,49,743
0,57,70,45,54,0,40,85,1,192,10,40,44,37,113,18,0,79,0,44,839
0,17,26,13,27,0,17,27,0,53,3,16,28,25,44,5,0,41,0,18,332
0,76,61,48,52,0,43,98,0,145,4,19,45,47,137,18,1,81,1,56,856
0,75,69,60,62,0,41,97,2,160,11,27,59,46,128,25,1,103,0,42,939
0,51,52,43,31,0,15,79,2,136,4,19,28,42,104,14,0,66,1,30,663
0,56,65,43,29,0,16,97,0,167,4,26,34,59,111,21,1,87,0,24,773
0,23,47,41,38,0,22,67,1,104,2,25,43,24,67,8,0,58,0,24,546
0,106,114,74,91,0,35,136,0,245,7,43,53,106,200,27,3,127,0,58,1285
0,34,54,23,17,0,11,68,0,103,3,12,14,19,59,7,0,45,0,22,447
0,73,72,50,55,0,34,98,1,156,5,31,47,50,115,19,0,78,0,46,848
0,86,84,64,47,0,29,108,0,166,7,40,29,78,127,16,2,85,1,34,900
0,40,47,39,26,0,20,55,0,75,3,18,44,23,54,16,0,58,0,21,500
0,56,51,36,35,0,17,55,4,95,4,13,44,27,87,8,0,50,0,43,559
0,52,67,55,37,0,22,77,2,109,11,21,32,41,93,14,0,65,2,31,685
0,47,66,63,38,0,20,93,0,139,7,25,34,55,124,13,0,68,1,33,771
0,82,138,75,89,0,22,164,1,252,16,55,74,54,171,27,6,159,0,73,1320
0,37,45,30,23,0,11,54,0,91,5,19,32,37,73,10,0,55,0,18,498
0,92,100,55,63,0,41,155,0,241,7,31,46,68,154,25,1,122,1,49,1166
0,127,135,118,76,0,19,187,3,287,15,44,76,62,183,48,0,180,1,41,1491
0,30,23,22,19,0,12,19,3,33,1,15,32,12,53,6,0,52,1,25,313
0,29,37,28,11,0,5,38,0,65,3,16,18,27,59,7,0,40,0,14,338
0,31,26,16,16,0,9,30,0,72,3,9,9,15,30,7,0,35,0,11,300
0,55,47,43,45,0,33,84,1,126,7,16,33,36,112,9,0,52,0,29,681
0,63,93,76,53,0,28,133,2,190,14,43,59,39,170,25,0,129,0,44,1041
0,76,89,69,71,0,26,145,0,193,12,24,50,53,135,16,0,126,0,63,1044
0,38,50,38,28,0,12,62,2,81,8,16,19,36,110,8,0,48,0,15,538
0,52,66,32,40,0,20,64,1,102,5,20,50,69,108,23,0,82,1,32,696
0,56,77,43,45,0,24,99,1,132,6,24,42,26,108,16,0,64,0,33,734
0,92,85,64,47,0,19,104,2,197,6,37,45,72,152,18,2,114,1,36,1001
0,52,71,64,58,0,18,93,2,123,5,24,45,34,106,15,0,73,0,40,757
0,45,74,33,23,0,22,61,0,109,10,14,38,26,114,9,0,63,0,20,607
0,43,44,35,24,0,15,54,4,99,3,20,25,45,113,10,1,53,0,24,551
0,42,37,38,32,0,20,67,0,101,4,16,52,20,87,17,0,78,0,31,590
0,82,78,39,33,0,20,83,0,152,3,29,42,87,127,12,0,84,5,34,832
0,73,79,38,49,0,37,103,1,186,15,25,41,33,149,12,0,80,0,34,883
0,72,65,49,43,0,20,85,0,127,2,29,30,50,97,16,0,81,0,27,738
0,76,81,67,50,0,29,120,1,164,14,27,43,92,123,18,1,92,1,47,975
0,32,50,25,15,0,27,60,0,78,6,16,24,34,68,10,0,56,0,20,491
0,85,107,34,35,0,40,144,1,211,13,24,33,44,89,14,0,93,0,38,947
0,42,51,25,27,0,13,61,1,107,8,15,24,45,110,15,2,58,4,23,559
0,65,50,47,48,0,21,83,0,116,20,30,19,46,94,19,0,67,0,27,692
0,51,57,37,38,0,27,68,5,117,3,12,29,41,107,11,0,54,2,36,634
0,87,96,58,85,0,33,103,2,154,4,26,87,41,143,25,0,95,0,51,1000
0,58,51,35,46,0,26,73,1,114,2,25,37,26,92,9,0,78,0,30,643
0,87,130,53,56,0,35,157,2,252,12,36,39,68,163,28,1,130,0,45,1214
0,45,38,46,30,0,18,64,1,86,13,15,26,6,59,9,2,43,0,18,490
0,29,33,28,17,0,9,40,0,61,9,9,23,9,53,8,0,40,0,15,356
0,66,63,36,27,0,21,71,2,129,3,24,37,30,85,20,1,66,0,32,650
0,44,39,27,18,0,10,65,1,81,1,8,17,56,70,13,0,46,1,25,479
0,47,51,34,27,0,21,80,0,131,4,15,22,60,115,7,1,51,0,22,622
0,27,39,33,38,0,16,58,0,79,8,15,25,3,76,12,0,51,0,19,466
0,54,84,54,66,0,31,130,3,183,8,35,62,82,222,21,0,131,0,48,1148
0,60,65,38,27,0,27,80,0,134,6,22,29,31,79,16,0,57,0,26,644
0,71,65,66,61,0,35,112,4,130,4,26,33,15,62,15,0,77,0,36,766
0,60,61,28,43,0,22,76,0,135,4,29,24,35,71,19,1,69,0,36,638
0,30,25,30,27,0,13,42,0,63,5,14,14,9,56,6,0,43,0,21,369
0,66,76,49,43,0,39,102,1,180,5,30,27,84,118,31,1,89,0,42,905
0,39,51,32,37,0,10,61,0,93,2,17,28,22,63,4,0,58,0,36,491
0,9,18,15,15,0,7,30,0,39,2,11,16,10,29,6,0,25,0,16,225
0,42,33,31,25,0,18,57,2,64,3,13,32,26,78,8,0,54,0,31,473
0,51,75,23,35,0,16,82,0,137,3,18,30,38,77,9,0,76,1,34,649
0,32,23,19,18,0,13,33,1,50,2,6,21,16,36,9,0,28,1,12,282
0,78,125,93,74,0,36,142,6,238,2,59,102,42,216,38,1,182,1,72,1355
0,36,55,26,26,0,21,63,0,110,2,18,26,48,79,16,1,60,0,28,552
0,50,47,38,38,0,28,71,5,141,6,21,36,41,137,10,0,76,1,29,686
0,92,102,96,73,0,35,156,2,234,28,40,73,92,200,36,2,133,2,63,1336
0,55,54,41,39,0,20,103,1,137,6,21,29,12,87,15,0,81,0,40,687
0,57,70,37,32,0,27,107,0,132,13,26,36,36,79,26,0,86,0,26,738
0,29,63,12,27,0,15,56,0,106,7,14,36,41,82,6,0,61,0,27,536
0,65,91,36,50,0,22,128,1,181,16,32,42,43,133,15,1,88,1,45,930
0,70,89,55,58,0,33,105,0,159,5,34,52,57,109,16,0,102,1,42,887
0,28,56,29,25,0,20,64,0,106,8,11,15,41,87,16,0,41,0,19,537
0,47,67,47,48,0,12,70,3,115,5,19,47,29,97,14,0,72,1,25,671
0,65,86,62,52,0,16,114,0,152,6,26,47,21,102,29,0,96,0,25,852
0,44,45,19,29,0,13,74,0,106,3,18,21,31,62,8,1,55,1,27,518
0,34,32,20,28,0,14,49,0,59,1,11,29,13,55,7,0,43,0,18,385
0,42,51,18,18,0,15,44,0,89,6,11,18,21,49,9,0,51,0,15,436
0,94,99,47,79,0,39,131,1,192,14,35,62,45,166,17,0,98,0,54,1073
0,75,93,58,45,0,23,97,8,169,4,20,59,71,150,11,0,92,0,49,926
0,40,71,41,20,0,17,85,1,105,3,17,27,41,64,6,0,70,0,26,590
0,34,50,28,15,0,15,61,0,93,6,11,23,34,65,8,0,60,0,18,481
0,83,97,41,37,0,36,110,1,195,15,30,32,119,139,12,3,82,1,38,1002
0,81,83,73,65,0,28,149,1,216,10,29,64,22,141,36,0,126,0,57,1092
0,59,70,55,52,0,25,91,0,160,22,28,32,55,118,10,0,86,1,32,819
0,20,32,12,9,0,9,30,0,54,1,8,14,20,28,7,0,28,0,12,263
0,23,22,7,8,0,3,31,0,43,3,8,7,10,26,1,0,20,0,6,192
0,52,64,48,35,0,28,89,7,112,16,26,51,40,173,13,0,79,0,31,794
0,97,102,99,81,0,48,176,4,215,10,32,83,73,198,23,0,145,1,50,1352
0,54,39,51,39,0,15,56,1,89,2,20,45,32,72,11,0,72,0,35,585
0,59,61,71,45,0,30,90,8,133,12,31,68,11,162,27,1,126,1,66,901
0,39,57,41,31,0,14,82,3,129,10,17,57,29,100,13,0,79,0,28,670
0,117,164,89,100,0,48,210,5,327,30,52,62,130,234,37,0,187,0,82,1764
0,29,36,12,11,0,15,31,0,80,5,8,7,47,74,8,0,44,0,13,390
0,66,65,50,39,0,22,106,0,181,9,20,29,46,132,18,1,83,2,39,823
0,78,82,59,45,0,15,102,0,185,7,15,52,28,103,16,0,118,0,52,879
0,27,45,50,31,0,19,55,2,92,6,15,28,38,87,15,0,59,1,31,549
0,61,72,57,42,0,26,84,3,148,5,30,51,52,146,18,0,88,0,37,817
0,52,50,64,68,0,30,105,4,118,7,27,65,1,91,21,0,89,0,39,781
0,60,63,73,51,0,30,91,1,120,6,28,33,59,89,17,0,82,0,34,790
0,32,33,14,32,0,19,49,2,68,5,13,27,42,57,11,0,50,0,20,450
0,48,41,26,18,0,20,60,0,83,3,8,13,35,55,9,1,52,1,19,458
0,31,47,27,29,0,18,54,2,72,2,18,30,9,53,9,0,51,0,23,435
0,51,47,29,16,0,18,43,0,104,5,16,9,32,57,10,0,68,1,21,491
0,115,95,61,60,0,36,151,1,226,15,29,62,46,186,24,0,128,0,43,1193
0,37,42,27,29,0,8,60,0,93,7,16,33,35,75,18,1,64,0,26,521
0,23,39,42,30,0,12,38,1,74,1,10,29,14,46,9,0,45,0,15,400
0,46,65,27,33,0,26,101,0,175,1,23,53,28,121,30,0,90,0,28,785
0,66,65,53,58,0,22,101,1,137,5,31,54,46,128,24,0,73,0,40,845
0,34,19,24,31,0,5,40,1,53,2,8,19,12,57,9,0,33,0,16,333
0,14,20,13,10,0,8,27,0,50,4,4,11,20,40,9,0,23,0,8,241
0,33,35,20,11,0,8,37,1,65,3,6,13,37,54,5,0,34,0,12,338
0,47,70,42,32,0,25,75,1,160,8,22,31,54,183,7,2,69,1,28,768
0,53,51,41,33,0,26,86,3,122,3,18,26,53,134,15,2,64,1,19,688
0,74,73,36,36,0,19,86,2,126,5,17,31,49,82,16,0,79,0,26,698
0,41,62,44,40,0,25,84,2,117,11,15,52,26,93,21,0,97,0,41,717
0,45,52,29,29,0,14,69,2,121,8,14,21,42,96,13,1,66,1,24,579
0,49,56,39,39,0,17,79,1,116,10,20,33,62,108,16,0,66,0,35,688
0,28,21,17,8,0,7,28,0,55,0,8,12,30,36,8,0,30,0,10,285
0,39,32,30,30,0,17,50,0,95,10,19,17,37,76,10,1,36,0,18,471
0,74,92,34,41,0,26,115,0,187,3,27,47,42,150,14,0,76,0,45,866
0,47,63,27,28,0,20,75,0,123,11,28,28,61,109,17,1,64,1,26,665
0,49,53,32,32,0,20,76,1,114,5,18,29,27,95,13,0,66,1,26,606
0,28,34,21,24,0,14,56,3,81,6,8,20,10,51,14,0,33,0,15,387
0,35,36,23,22,0,12,59,2,101,1,21,16,32,92,8,0,47,0,25,464
0,53,65,68,52,0,33,98,2,126,16,24,67,10,128,15,0,90,0,35,825
0,60,44,38,43,0,22,72,3,98,4,23,48,26,85,12,0,56,0,30,609
0,61,62,52,46,0,27,85,0,124,13,28,48,27,150,17,2,80,3,21,787
0,42,54,50,21,0,11,62,1,86,13,17,31,38,90,10,1,64,0,24,551
0,60,59,34,33,0,16,88,3,142,13,21,29,42,116,11,4,57,0,27,663
0,43,58,37,39,0,15,78,3,123,5,22,39,37,77,14,0,62,0,27,617
0,81,139,60,78,0,29,181,1,268,10,43,47,95,154,27,1,126,0,71,1314
0,38,43,24,27,0,14,49,0,96,2,20,9,83,105,15,1,43,0,21,549
0,69,69,40,41,0,21,105,1,129,8,23,29,40,117,17,0,88,0,40,748
0,53,61,31,40,0,17,84,1,135,4,14,41,37,91,17,1,88,0,37,688
0,22,41,15,10,0,7,34,0,75,8,10,16,36,75,6,0,44,0,11,371
0,35,64,38,33,0,19,93,0,129,9,17,50,49,116,21,0,92,0,54,754
0,21,26,19,27,0,8,30,1,38,4,7,28,16,39,5,0,30,0,17,292
0,46,48,24,24,0,24,60,0,82,5,11,16,65,59,11,0,41,0,20,508
0,31,25,11,13,0,13,50,0,67,5,5,19,23,60,12,0,46,1,10,370
0,62,82,47,45,0,26,121,0,177,8,18,44,34,105,25,0,101,0,39,872
0,22,17,7,8,0,5,32,0,39,1,4,4,14,23,6,1,25,0,6,190
0,36,48,22,19,0,22,66,1,106,2,13,31,51,105,10,0,72,0,28,573
0,73,73,51,57,0,22,108,0,168,10,32,43,36,105,21,2,76,2,31,803
0,59,86,56,46,0,39,98,3,154,9,30,72,34,142,23,2,100,1,42,912
0,79,103,72,82,0,42,149,6,206,11,43,98,79,210,38,3,161,0,73,1302
0,38,50,39,22,0,15,61,0,104,3,10,17,24,83,19,0,48,0,25,495
0,60,73,61,53,0,31,106,1,137,7,30,40,57,157,22,0,98,0,33,906
0,37,47,40,38,0,17,71,1,101,4,19,41,16,77,11,0,66,1,31,564
0,40,40,51,50,0,22,62,0,74,0,15,35,15,78,24,0,66,0,21,557
0,60,63,33,41,0,18,68,0,121,7,27,38,35,85,11,0,83,0,34,662
0,79,75,37,60,0,25,90,1,154,14,24,45,50,133,20,1,85,0,32,856
0,83,84,74,90,0,49,137,12,167,15,38,110,19,192,25,1,142,0,76,1210
0,49,50,36,35,0,19,80,3,115,4,10,39,31,92,14,0,75,0,34,629
0,37,55,15,30,0,9,83,1,129,6,13,30,30,128,10,0,71,0,34,626
0,53,56,49,33,0,18,75,0,114,3,19,46,10,80,15,0,83,0,31,638
0,44,66,18,25,0,25,70,0,134,5,17,13,37,75,10,2,62,0,18,582
0,44,44,38,36,0,12,60,0,77,1,14,35,21,47,12,0,50,0,26,478
0,67,80,56,52,0,39,121,1,165,5,34,56,57,123,13,0,101,0,54,950
0,43,54,44,57,0,19,75,1,110,9,27,72,25,96,23,3,100,0,41,715
0,44,47,42,53,0,21,76,1,117,9,31,43,64,124,15,0,66,0,33,699
0,45,60,37,44,0,21,98,0,168,7,24,32,33,127,16,1,94,0,43,764
0,69,83,45,33,0,35,111,6,176,24,21,43,53,162,15,2,97,0,38,934
0,47,63,24,21,0,16,70,0,109,7,10,29,36,75,12,0,63,0,21,572
0,49,41,35,21,0,16,72,1,125,3,13,17,35,94,14,0,48,0,22,564
0,36,32,20,24,0,11,42,3,73,10,18,29,29,65,12,0,52,0,41,437
0,74,105,70,79,0,18,135,2,199,2,46,64,38,126,27,0,132,0,42,1083
0,52,60,25,26,0,25,94,0,154,6,15,38,110,145,17,6,70,0,23,792
0,53,60,56,53,0,23,103,2,148,13,33,39,18,128,14,1,78,2,40,774
0,37,42,42,26,0,18,67,0,80,3,11,38,10,61,10,0,54,0,20,470
0,44,47,31,24,0,18,58,0,92,2,23,38,10,90,9,0,59,1,21,510
0,69,55,40,54,0,39,91,4,108,8,23,59,43,129,12,0,89,0,47,790
0,31,32,19,20,0,10,45,1,64,5,5,25,10,51,5,0,30,0,14,338
0,49,34,34,31,0,21,67,0,93,13,13,29,38,62,14,1,58,0,29,550
0,77,84,62,46,0,35,123,4,152,26,21,70,54,159,29,2,113,0,49,1022
0,43,51,38,38,0,21,85,0,117,7,13,30,16,133,11,1,49,0,25,629
0,76,76,60,45,0,23,82,0,127,8,24,34,43,96,12,0,78,0,33,761
0,51,52,27,32,0,19,73,1,109,3,17,37,19,95,13,0,75,1,42,601
0,56,61,41,40,0,22,86,2,130,5,21,32,61,97,17,0,71,0,35,716
0,17,25,4,12,0,8,34,1,49,0,9,7,18,30,3,0,20,0,13,229
0,69,89,42,33,0,22,113,2,204,11,24,52,35,120,22,2,109,0,40,899
0,56,79,49,35,0,32,84,0,142,3,38,51,53,83,20,0,100,0,24,795
0,39,54,23,27,0,15,74,0,98,7,16,32,14,51,8,1,61,0,26,513
0,47,61,49,39,0,28,82,3,137,17,29,44,15,137,12,0,70,0,31,726
0,77,66,60,54,0,27,109,2,177,9,23,35,42,121,15,0,102,0,44,892
0,79,66,42,48,0,27,96,0,150,8,27,49,56,103,22,0,87,0,38,832
0,98,117,72,74,0,38,163,1,243,24,41,54,140,226,25,4,133,0,56,1376
0,51,60,32,24,0,14,63,0,126,7,16,12,61,84,7,0,49,0,24,597
0,22,19,15,14,0,12,34,0,59,3,8,9,29,47,4,0,29,0,11,280
0,20,25,21,25,0,14,44,2,57,6,13,23,5,31,9,0,37,0,13,323
0,134,131,115,110,0,56,195,1,274,19,45,117,114,233,25,0,159,0,82,1663
0,35,52,43,23,0,21,66,1,125,4,17,17,20,91,10,0,67,0,23,564
0,64,90,70,73,0,14,131,3,168,9,45,75,37,162,13,1,135,0,57,1056
0,8,11,15,11,0,6,24,0,38,2,5,9,10,30,5,1,21,0,13,187
0,42,73,35,28,0,22,96,0,133,3,16,61,21,62,18,0,88,0,30,688
0,51,46,36,44,0,24,72,0,119,4,16,29,26,99,19,0,73,0,35,633
0,35,57,22,24,0,19,62,0,107,3,9,25,17,81,12,0,63,0,19,506
0,66,66,39,35,0,30,75,1,147,8,22,24,75,114,21,0,80,0,31,768
0,43,43,13,29,0,17,66,1,94,13,14,27,55,85,6,1,46,0,32,541
0,78,68,44,41,0,30,74,1,155,4,20,37,47,145,15,0,61,0,33,744
0,39,32,17,42,0,21,57,0,83,3,21,51,32,67,16,1,62,0,23,523
0,59,102,48,70,0,28,130,0,187,8,26,55,32,73,19,0,94,1,43,920
0,49,73,38,36,0,18,106,2,159,8,28,24,28,118,10,0,80,0,35,751
0,52,62,41,34,0,26,102,2,136,12,17,30,63,111,14,1,84,0,35,762
0,110,141,131,72,0,56,181,5,226,8,41,104,59,242,37,0,160,3,42,1503
0,38,42,30,14,0,19,53,1,85,4,10,19,15,39,6,0,44,0,19,409
0,47,41,26,35,0,19,61,0,112,17,24,24,55,122,16,0,60,1,27,635
0,57,56,31,43,0,29,83,0,130,8,13,41,19,104,11,0,70,1,41,674
0,37,25,16,18,0,11,39,0,62,3,10,16,28,53,10,0,32,0,13,352
0,57,91,82,65,0,29,104,0,134,16,42,68,43,141,21,2,114,0,24,967
0,58,85,33,47,0,38,83,2,147,6,28,40,61,132,14,0,69,0,33,820
0,108,123,108,81,0,41,151,2,232,7,57,85,59,222,29,0,164,0,51,1381
0,68,74,76,42,0,21,103,3,157,7,24,78,46,151,20,0,109,1,52,937
0,52,55,31,43,0,19,69,2,124,15,24,43,21,84,16,1,50,0,26,622
0,76,65,30,27,0,16,58,0,115,5,19,14,47,74,14,0,58,0,22,608
0,15,18,13,12,0,10,22,3,36,4,4,7,27,27,6,0,16,0,8,213
0,47,41,23,29,0,17,68,0,104,3,17,46,21,67,13,0,64,0,21,525
0,104,113,87,56,0,45,135,6,228,11,31,56,71,150,30,0,141,3,39,1235
0,93,98,69,61,0,35,127,0,194,15,24,46,41,120,22,1,109,0,45,1043
0,76,71,52,56,0,29,81,0,147,6,27,59,55,98,24,0,88,0,37,806
0,64,69,47,56,0,30,99,2,159,8,22,40,42,103,20,0,77,0,58,802
0,41,59,30,28,0,18,80,1,106,15,13,26,28,103,13,0,54,0,22,577
0,32,46,33,26,0,16,55,0,77,0,16,20,37,80,5,0,48,0,29,474
0,41,48,43,45,0,28,58,0,101,4,27,48,49,90,14,2,72,0,27,652
0,24,31,27,23,0,11,40,0,63,1,8,19,19,60,6,0,39,0,16,358
0,45,72,62,44,0,21,107,1,177,4,33,41,21,135,22,0,98,2,37,841
0,39,42,31,26,0,14,66,0,89,3,17,23,48,74,11,0,49,0,19,490
0,46,42,38,27,0,18,62,0,86,3,16,25,37,103,8,0,59,2,29,548
0,60,59,31,42,0,31,85,0,133,6,24,27,88,125,19,0,65,1,36,770
0,82,88,84,71,0,39,124,0,166,8,42,56,32,125,21,1,94,1,38,984
0,27,27,14,14,0,7,43,1,58,10,3,14,19,45,11,2,18,0,16,309
0,36,73,42,35,0,17,93,0,144,2,25,20,46,113,14,0,89,0,29,717
0,120,143,90,78,0,35,190,1,308,9,46,70,76,164,41,0,147,0,38,1457
0,49,38,35,24,0,15,63,0,107,7,11,27,11,74,13,0,60,0,25,510
0,38,43,20,24,0,9,67,0,97,4,20,16,38,58,12,1,55,0,16,477
0,16,26,14,20,0,9,39,0,60,1,12,22,19,41,7,0,37,0,13,316
0,59,65,33,39,0,24,79,1,121,3,28,42,32,102,11,0,88,0,31,685
0,77,90,70,56,0,39,135,0,177,12,31,63,43,155,30,0,97,3,24,1046
0,87,122,97,77,0,26,164,6,190,8,35,78,42,128,28,0,136,1,64,1198
0,52,59,57,39,0,30,89,4,141,14,25,29,50,145,22,0,91,2,40,815
0,52,84,42,38,0,22,85,4,154,8,34,41,59,134,23,27,96,6,36,854
0,80,83,57,67,0,37,110,3,179,7,33,64,35,140,23,1,115,1,44,978
0,48,67,53,27,0,25,73,0,136,5,27,34,33,99,18,0,85,0,32,698
0,58,53,41,39,0,21,66,1,113,5,21,49,40,122,8,0,95,1,38,707
0,89,72,67,39,0,23,90,3,160,3,39,66,50,164,31,0,118,0,44,968
0,44,45,48,41,0,15,62,3,111,11,26,50,21,100,17,7,72,4,38,649
0,21,22,20,12,0,12,31,1,48,3,8,31,12,43,7,1,38,0,13,294
0,37,30,23,19,0,12,62,0,99,4,14,16,71,106,11,1,51,0,21,533
0,38,31,24,21,0,16,55,1,109,5,12,20,44,78,15,1,52,0,28,483
0,66,58,54,31,0,32,83,1,133,6,22,36,35,125,11,0,77,0,28,735
0,56,55,59,34,0,23,76,1,120,2,18,47,31,116,18,3,84,2,28,704
0,66,49,60,61,0,37,80,0,121,5,24,41,28,87,16,0,71,0,30,706
0,60,57,53,29,0,20,61,0,100,3,18,23,30,84,16,0,61,0,17,572
0,120,167,126,144,0,93,213,9,339,20,60,176,94,332,49,1,230,3,88,2105
0,39,81,49,48,0,18,111,0,134,2,26,41,43,80,20,0,92,1,30,766
0,36,42,20,25,0,22,58,0,86,0,15,19,75,68,12,1,46,0,19,506
0,143,129,125,114,0,73,214,5,268,22,46,148,96,308,44,3,171,0,106,1808
0,60,62,42,42,0,18,101,0,132,5,16,30,10,74,16,0,65,0,28,666
0,44,39,52,41,0,23,68,0,107,3,16,31,19,101,13,0,64,2,29,600
0,73,62,65,65,0,34,116,0,161,7,35,78,40,139,26,1,103,0,38,956
0,40,67,43,43,0,24,86,4,136,18,30,50,38,105,12,1,80,0,38,747
0,52,62,27,26,0,23,84,2,140,3,15,21,48,106,3,0,74,2,32,645
0,31,28,35,20,0,12,42,2,56,6,14,28,23,58,6,0,51,0,24,402
0,33,42,25,24,0,12,63,0,88,7,15,24,13,52,9,0,51,0,18,451
0,51,64,44,28,0,24,77,1,146,6,24,34,59,112,18,0,93,0,29,726
0,62,82,43,58,0,28,119,0,155,3,37,38,63,102,26,0,87,0,26,877
0,44,63,24,28,0,8,86,1,114,5,19,35,16,45,20,1,57,0,22,550
0,44,48,30,29,0,18,49,0,78,10,20,31,42,61,11,0,55,0,24,508
0,45,44,32,35,0,25,74,1,98,7,18,34,53,100,9,1,74,0,34,629
0,84,98,78,49,0,34,132,1,196,21,34,31,83,180,14,0,92,1,32,1028
0,53,46,37,26,0,19,63,0,109,2,16,19,22,74,13,0,51,0,20,525
0,82,63,44,58,0,14,110,1,155,11,42,41,38,116,23,0,102,1,34,853
0,63,45,38,22,0,15,61,1,120,3,19,34,29,96,8,2,63,0,25,556
0,75,68,29,31,0,16,71,2,144,6,25,35,39,120,16,0,67,1,19,689
0,90,108,77,52,0,28,134,2,192,7,46,26,55,123,29,1,115,1,23,1049
